Sentence ID	String	Author	URL	Agency	Date	Web Date
2594802	US manufacturing grew for the third consecutive month in September, but at a slower rate than in previous months, according to a survey released Wednesday.	John Labate	news.ft.com	*	*	2003/10/02
2560775	Microsoft has described the technology as "a brand new client platform for building smart, connected, media rich applications in Longhorn."	Joris Evers	www.infoworld.com	*	*	2003/09/30
2560832	Microsoft calls it: "A brand new client platform for building smart, connected, media-rich applications in Longhorn."	Joris Evers	www.macworld.co.uk	*	*	2003/09/30
1738026	But for more than a century, an untold amount of money intended for some of the nation's poorest residents was lost, stolen or never collected.	SAM HANANEL	www.guardian.co.uk	*	*	2003/07/19
1737931	For more than a century, an undetermined amount of money was lost, stolen, or never collected.	John Heilprin	www.boston.com	*	*	2003/07/19
2983733	It is rare for a legal challenge to occur before a bill becomes law.	SHERYL GAY STOLBERG	www.nytimes.com	New York Times	*	2003/11/01
2983954	Experts say legal challenges are rare before a bill becomes law.	SHERYL GAY STOLBERG	www.nytimes.com	New York Times	*	2003/11/01
3150046	St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.	JUDY BOCKLAGE	www.ajc.com	The Atlanta Journal-Constitution	*	2003/11/17
3150090	Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.	Phil Davis	news.ft.com	*	*	2003/11/17
1166934	There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.	KEVIN CONNOR	*	*	*	2003/06/20
1166943	And, globally, the number of active probable cases has declined to 573.	GLORIA GALLOWAY	*	*	*	2003/06/20
2983756	The constitutionality of outlawing partial birth abortion is not an open question.	Edward Lazarus	www.cnn.com	*	*	2003/11/01
2983898	Defenders of the partial birth abortion ban downplayed the legal challenges.	Robert B. Bluey	www.cnsnews.com	*	October 31, 2003	2003/11/01
1330508	"It should have reported that it was sailing with an atomic bomb cargo," Anomeritis said, referring to the quantity of explosives on board.	Brian Williams	asia.reuters.com	Reuters	*	2003/06/25
1330636	"It should have declared that it was sailing with a cargo that was like an atomic bomb," said Anomeritis.	Miron Varouhakis	www.cbsnews.com	*	*	2003/06/25
799342	Mr. Bergonzi was the finance chief from 1995 until his departure in 1999, and was intimately involved in the alleged scheme to pump up Rite Aid's earnings.	Mark Maremont	*	*	June 6, 2003	2003/06/06
799270	Mr. Bergonzi was the chief financial officer from 1995 until his departure, and was intimately involved in many of the alleged schemes to pump up Rite Aid's earnings.	Mark Maremont	*	*	June 5, 2003	2003/06/06
1257219	The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson, and more than 250 homes had been destroyed.	Arthur H. Rotstein	www.abqtrib.com	The Associated Press	*	2003/06/23
1257412	The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson, and more than 250 homes have been destroyed.	Arthur H. Rotstein	www.abqtrib.com	The Associated Press	*	2003/06/23
430306	They said he would be open to letting that license go to the city of Chicago.	RYAN KEITH	*	*	May 21, 2003	2003/05/22
430336	Schafer said the governor would be open to offering that last license for a riverboat in Chicago.	Scott Reeder	*	*	*	2003/05/22
3256259	It argued that such access "is not required by domestic or international law and should not be treated as a precedent."	Lyle Denniston	www.boston.com	*	*	2003/12/03
3256410	The Pentagon statement said that allowing Hamdi access to a lawyer "is not required by domestic or international law and should not be treated as a precedent."	MATT KELLEY	www.newsday.com	*	*	2003/12/03
1549140	The male eagle was found by a zookeeper early Thursday, suffering from severe puncture wounds in his abdomen.	Valerie Strauss	www.washingtonpost.com	Washington Post	*	2003/07/07
1549120	The 21-year-old eagle, found by a zookeeper early Thursday, had severe puncture wounds to his abdomen and back, spokeswoman Julie Mason said.	CANDACE SMITH	www.kansascity.com	*	*	2003/07/07
1267764	He served as a marine in the Second World War and afterward began submitting articles to magazines.	HILLEL ITALIE	www.thestar.com	*	*	2003/06/24
1267499	After serving as a marine in World War II, he began submitting articles to magazines.	HILLEL ITALIE	www.newsday.com	*	*	2003/06/24
2054395	The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state.	BRENDAN FARRINGTON	www.miami.com	*	*	2003/08/15
2054436	The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors.	BRENDAN FARRINGTON	www.kansascity.com	*	*	2003/08/15
622377	In Taiwan, the capital's mayor and other officials handed out free thermometers in a islandwide ``take-your-temperature'' campaign Sunday, amid evidence that containment efforts were also paying off.	HELEN LUK	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/02
622296	In Taiwan, officials handed out free thermometers in an island-wide ``take-your-temperature'' campaign amid signs containment efforts were paying off.	HELEN LUK	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/02
3374201	Lawtey is not the first faith-based program in Florida's prison system.	BRENDAN FARRINGTON	www.theledger.com	*	*	2003/12/25
3374248	But Lawtey is the first entire prison to take that path.	CINDY SWIRKO	gainesvillesun.com	*	*	2003/12/25
490376	The reports helped overcome investor jitters after the euro briefly hit an all-time high against the dollar Tuesday.	Hope Yen	www.signonsandiego.com	*	*	2003/05/27
490490	Stocks slipped at the open after the euro hit record highs against the dollar.	Elizabeth Lazarowitz	asia.reuters.com	Reuters	*	2003/05/27
544218	American forces here organized the elections, which officials say are important steps toward establishing democracy in Iraq.	SABRINA TAVERNISE	*	*	May 28, 2003	2003/05/29
544326	U.S. forces organized the elections, which officials said were a step toward establishing democracy in the nation.	SABRINA TAVERNISE	*	*	May 29, 2003	2003/05/29
2464939	Negotiators talked with the boy for about an hour and a half, Bragdon said.	NICHOLAS K. GERANIOS	seattlepi.nwsource.com	*	September 23, 2003	2003/09/23
2464878	Negotiators talked with the boy for more than an hour, and SWAT officers surrounded the classroom, Bragdon said.	NICHOLAS K. GERANIOS	www.guardian.co.uk	*	*	2003/09/23
851920	"If draining the ponds in Maryland will help further establish [his] innocence, we welcome it.	Patrick Badgley and Guy Taylor	washingtontimes.com	*	June 10, 2003	2003/06/10
851911	If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it."	NILES LATHEM	www.nypost.com	*	*	2003/06/10
862717	But Cruz resembled a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with the girl's mother, Lansdowne said.	FROM STAFF AND WIRE REPORTS	www.sanmateocountytimes.com	*	*	2003/06/10
862805	Cruz looked like a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with Jennette's mother, Chief William Lansdowne said.	May Wong	www.presstelegram.com	*	June 10, 2003	2003/06/10
31854	Passed in 1999 but never put into effect, the law would have made it illegal for bar and restaurant patrons to light up.	The Baltimore Sun	www.sunspot.net	*	*	2003/05/05
31913	Passed in 1999 but never put into effect, the smoking law would have prevented bar and restaurant patrons from lighting up, but exempted private clubs from the regulation.	STEPHEN MANNING	www.delawareonline.com	*	*	2003/05/05
14644	A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.	TERRY WEBER	www.globeandmail.com	*	*	2003/05/05
14613	A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.	TERRY WEBER	www.globeandmail.com	*	*	2003/05/05
578442	Half of the women were given a daily dose of the drug and half took a placebo.	Rebecca Oppenheim	www.health-news.co.uk	*	May 28, 2003	2003/05/29
577829	Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.	David Derbyshire	www.telegraph.co.uk	*	*	2003/05/29
1708654	It would be difficult to overestimate the potential dangers of the Remote Procedure Call (RPC) vulnerability.	Edward Hurley	searchsecurity.techtarget.com	*	*	2003/07/17
1708435	The flaw involves the Remote Procedure Call (RPC) protocol, which deals with inter-computer communications.	Iain Thomson	www.vnunet.com	*	*	2003/07/17
1352610	Mr. Bloomberg later told reporters that the agreement "will be a compromise, like the real world requires."	MICHAEL COOPER	www.nytimes.com	New York Times	June 25, 2003	2003/06/26
1352741	"It will be a compromise, like the real world requires," he said.	FRANK LOMBARDI and MICHAEL SAUL	www.nydailynews.com	*	*	2003/06/26
556727	The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m.	SETH HETTENA	*	*	May 29, 2003	2003/05/29
556769	The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.	Seth Hettena	*	*	*	2003/05/29
3301397	Rock singer Ozzy Osbourne, recovering from a quad bike crash, is conscious and joking in his hospital bed, his daughter Kelly said tonight.	Stuart Coles	www.news.scotsman.com	*	*	2003/12/10
3301422	Doctors hope rock singer Ozzy Osbourne, who is recovering from a quad bike crash, will begin breathing unassisted again soon, they said today.	Stuart Coles	www.news.scotsman.com	*	*	2003/12/10
811407	The New York senator's new book, "Living History," appears a certain bestseller.	Gail Russell Chaddock	www.csmonitor.com	*	*	2003/06/09
811378	Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History.	Kathy Kiely	www.usatoday.com	*	*	2003/06/09
1467373	IBM is also "pursuing membership in the group" and plans to be an active participant, according to the CELF statement.	James Niccolai	www.infoworld.com	*	*	2003/07/02
1467347	CELF said IBM is pursuing membership and plans to be an active participant in the forum.	Thor Olavsrud	www.internetnews.com	*	July 1, 2003	2003/07/02
1518091	Through Thursday, Oracle said 34.75 million PeopleSoft shares had been tendered.	News Staff And Wire Reports	www.rockymountainnews.com	*	July 4, 2003	2003/07/05
1518014	Some 34.7 million shares have been tendered, Oracle said in a statement.	Barbara Darrow	www.crn.com	*	July 05, 2003	2003/07/05
1151081	The company's chief executive retired and chief financial officer resigned.	Mark Felsenthal	reuters.com	Reuters	*	2003/06/20
1151065	A third executive, chief operating officer David Glenn was fired.	David Weidner	cbs.marketwatch.com	*	*	2003/06/20
2704026	The FBI is trying to determine when White House officials and members of the vice president’s staff first focused on Wilson and learned about his wife’s employment at the agency.	Walter Pincus and Mike Allen	www.msnbc.com	Washington Post	*	2003/10/12
2704076	The FBI is trying to determine when White House officials and members of the vice president's staff focused on Wilson and learned about his wife's employment.	Walter Pincus and Mike Allen	www.boston.com	*	*	2003/10/12
58353	The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04.	DARREN YOURK	www.globeandmail.com	*	*	2003/05/06
219039	He will replace Ron Dittemore, who announced his resignation April 23.	William Glanz	washingtontimes.com	*	May 10, 2003	2003/05/12
218851	Dittemore announced his plans to resign on April 23.	Paul Recer	www.boston.com	*	*	2003/05/12
503438	Pen Hadow, who became the first person to reach the geographic North Pole unsupported from Canada, has just over two days of rations left.	John Crowley	www.telegraph.co.uk	*	*	2003/05/27
503272	Pen Hadow became the first man last week to reach the geographic North Pole on an unsupported trek through Canada, a journey of about 770 km.	KRISTEN ENEVOLD	www.canoe.ca	*	May 27, 2003	2003/05/27
3020743	Many of the victims had been headed home for R&R or emergency leave when they were killed.	ROBERT WELLER	www.guardian.co.uk	*	*	2003/11/04
3020794	Many of the victims of Sunday's attack were headed out of Iraq for R&R or emergency leave.	CINDY BROVSKY	www.guardian.co.uk	*	*	2003/11/04
2769016	The face of President Saddam Hussein was added to Iraqi currency after the 1991 Gulf War.	Charles J. Hanley	www.boston.com	*	*	2003/10/16
2768961	Saddam's portrait was added to Iraq's currency after the Gulf War.	Charles J. Hanley	www.boston.com	*	*	2003/10/16
1047814	"It's safe to assume that the Senate is prepared to pass some form of cap," King said.	DAVID ROYSE	www.theledger.com	*	*	2003/06/17
1048483	Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.	Mary Ellen Klas	www.palmbeachpost.com	*	June 16, 2003	2003/06/17
2721001	He was also accused of masterminding bombings that killed 22 people in Manila in December 2000.	Stuart Grudgings	www.reuters.co.uk	Reuters	*	2003/10/13
2720703	During interrogation, he admitted that he helped organise and carry out near-simultaneous bombings that killed 22 people in Manila in December 2000.	Richard Paddock	www.theage.com.au	*	October 14, 2003	2003/10/13
2496469	The Nikkei average ended trading down 1.83 percent at 10,310.04, a four-week low.	Mariko Hayashibara	reuters.com	Reuters	*	2003/09/25
2496417	The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04, its lowest close since August 28.	Risa Maeda	reuters.com	Reuters	*	2003/09/25
2423623	That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4.	Edward Hurley	searchsecurity.techtarget.com	*	*	2003/09/19
2423339	Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4.	George V. Hulme	www.informationweek.com	*	*	2003/09/19
3128487	The center has a budget of $45 million, most of which will be spent on research and testing, Bridges said.	ALLISON CONNOLLY	home.hamptonroads.com	*	*	2003/11/15
3128434	The safety center has a $45 million budget for its first year, much of which will be spent on tests and analyses.	MARCIA DUNN	www.guardian.co.uk	*	*	2003/11/15
2748554	Out of the nearly $20 billion, $18.6 billion is earmarked for reconstruction of Iraq and $1.2 billion for Afghanistan.	Audrey Hudson	washingtontimes.com	*	October 13, 2003	2003/10/15
2748360	The $87 billion budget includes $51 billion for military operations in Iraq, another $20 billion for reconstruction and about $11 billion for Afghanistan.	Ria Marie Davis	www.thehilltoponline.com	*	*	2003/10/15
707975	"For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents," according to extracts released yesterday.	PHILLIP COOREY	www.theadvertiser.news.com.au	*	*	2003/06/04
708028	"For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents," Mrs Clinton writes.	Caroline Overington	www.theage.com.au	*	June 5 2003	2003/06/04
339489	Associated Press Writer Sara Kugler contributed to this report from New York City.	JOEL STASHENKO	www.newsday.com	*	*	2003/05/16
339175	Associated Press Writer Michael Gormley contributed to this report from Albany.	ALICIA CHANG	www.newsday.com	*	*	2003/05/16
1690902	That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.	Matt Hines	zdnet.com.com	*	July 15, 2003	2003/07/16
1690918	Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.	TSC Staff	www.thestreet.com	*	*	2003/07/16
1892114	The company reported quarterly revenue of $388.1 million, compared with $318.5 million in the same period a year ago.	MARK JEWELL	www.miami.com	*	*	2003/07/29
1892189	That compared with a loss of $55.4 million, or $4.92 per share in the same period a year earlier.	MARK JEWELL	www.statesman.com	*	*	2003/07/29
3249070	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.	and The Washington Post	seattletimes.nwsource.com	The Associated Press	*	2003/12/03
3249202	Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago.	Amanda Gardner	www.dfw.com	*	*	2003/12/03
374262	Under the plan, Maine would act as a "pharmacy benefit manager" to lower the cost of prescription drugs.	STEPHEN HENDERSON	www.bayarea.com	*	*	2003/05/20
374622	Under Maine Rx, which state lawmakers approved in 2000, Maine would act as a "pharmacy benefit manager" to lower the cost of prescription drugs.	Stephen Henderson	www.philly.com	*	*	2003/05/20
2857105	"The impact of increased prices has only begun to be seen in the financial numbers of the company," Noranda president and chief executive officer Derek Pannell said.	TERRY WEBER	www.globeandmail.com	*	*	2003/10/23
2857138	"The impact of increased prices has only begun to be seen in the financial numbers of the company," president and CEO Derek Pannell said in a statement.	Ottawa Business Journal Staff	www.ottawabusinessjournal.com	*	*	2003/10/23
2820573	In exchange, North Korea would be required to end its nuclear weapons program.	Tom Allard	www.smh.com.au	Sydney Morning Herald	October 21, 2003	2003/10/20
2820684	"In return we expect North Korea to give up nuclear weapons."	Rupert Cornwell	news.independent.co.uk	*	*	2003/10/20
2608088	Nine years ago, they were married by a justice of the peace.	SAEED AHMED	www.ajc.com	The Atlanta Journal-Constitution	*	2003/10/03
2608211	His wife, married to Moore by a justice of the peace, started planning her dream wedding.	Travis Fain	www.macon.com	*	*	2003/10/03
3070940	Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night.	Emily Pennink	news.independent.co.uk	*	*	2003/11/09
3070964	Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.	Emily Pennink	www.news.scotsman.com	*	*	2003/11/09
3042240	The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats, researchers found.	Roni Rabin	www.newsday.com	*	*	2003/11/06
3042279	Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats, allowing for diet restriction.	LEE BOWMAN	www.knoxnews.com	*	November 5, 2003	2003/11/06
1390306	It is a national concern that will touch virtually every American," Abraham said.	H. Josef Hebert	*	*	*	2003/06/27
1390412	The impact of natural-gas shortages "will touch virtually every American," Energy Secretary Spencer Abraham warned yesterday.	H. Josef Hebert	*	*	*	2003/06/27
673713	It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices.	Martin LaMonica	www.zdnet.com.au	*	*	2003/06/03
673486	It also unveiled an update to its Windows Server 2003 operating system, which is tuned specifically for storage devices.	Martin LaMonica	news.com.com	*	*	2003/06/03
3427259	At 12, Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick.	Nicholas Wapshott	www.heraldsun.news.com.au	*	*	2004/01/04
3427317	Tate was 12 when he was charged with beating Tiffany Eunick, 6, to death in July 1999.	Paula McMahon	www.sunspot.net	*	*	2004/01/04
3084554	Sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.	Georgina Prodhan	www.signonsandiego.com	*	*	2003/11/10
3084612	Sales rose 37 per cent year-on-year to 1.76bn, beating expectations.	Bettina Wassener	news.ft.com	*	*	2003/11/10
1990238	About 1,417 schools statewide receive Title I money.	DOUANE D. JAMES	gainesvillesun.com	*	*	2003/08/11
1990281	That applies only to schools that get federal Title I money.	STEPHEN HEGARTY	www.sptimes.com	*	*	2003/08/11
315647	If the MTA's appeal to a higher court is successful, the $2 bus and subway base fare won't be rolled back.	Joshua Robin	www.nynewsday.com	*	May 15, 2003	2003/05/15
315778	If the MTA's appeal is successful, the $2 bus and subway base fare won't change.	Joshua Robin	www.nynewsday.com	*	May 14, 2003	2003/05/15
1230161	Now, nearly two years later, Mallard prepares for trial on charges of murder and tampering with evidence.	ANGELA K. BROWN	www.chron.com	*	*	2003/06/23
1230113	Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.	ANGELA K. BROWN	www.ajc.com	The Atlanta Journal-Constitution	*	2003/06/23
1929473	In Nairobi, Kenya, the Very Rev. Peter Karanja, provost of All Saints Cathedral, said the U.S. Episcopal Church "is alienating itself from the Anglican Communion."	Larry B. Stammer	www.sltrib.com	*	August 07, 2003	2003/08/08
1929176	The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.	Beth Gardiner	www.boston.com	*	*	2003/08/08
1737570	Recall backers say they have collected 1,600,000 signatures, approaching twice the 897,158 needed to force an election.	Our Writers	www.chronwatch.com	*	July 18, 2003	2003/07/19
2112991	The book, called "Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right," hits stores this weekend.	CAROLINE WILBERT	www.ajc.com	The Atlanta Journal-Constitution	*	2003/08/23
2113005	Fox was seeking an injunction to halt distribution of "Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right."	Phil Hirschkorn	www.cnn.com	*	*	2003/08/23
2706240	Selenski had previously spent seven years in prison on a bank robbery conviction.	MARYCLAIRE DALE	www.guardian.co.uk	*	*	2003/10/12
2706190	Selenski had served about seven years in prison for bank robbery.	RON TODT	www.ajc.com	The Atlanta Journal-Constitution	*	2003/10/12
3428298	Robert Walsh, 40, remained in critical but stable condition Friday at Staten Island University Hospital's north campus.	DONNA DE LA CRUZ	www.newsday.com	*	*	2004/01/04
3428362	Walsh, also 40, was in critical but stable condition at Staten Island University Hospital last night.	William Murphy	www.nynewsday.com	*	Jan 2, 2004	2004/01/04
668141	The decision was among the most significant steps toward deregulation undertaken during the Bush administration.	Stephen Labaton NYT Tuesday	www.iht.com	*	*	2003/06/03
667980	The decision is among the far-reaching deregulatory actions made during the Bush administration.	STEPHEN LABATON	seattlepi.nwsource.com	*	June 3, 2003	2003/06/03
1995509	"For us, that doesn't make a difference - the sexual orientation," Archbishop Tutu said in the black urban centre of Soweto.	Dinky Mkhize	www.smh.com.au	Sydney Morning Herald	August 12, 2003	2003/08/11
1995537	"For us that doesn't make a difference, the sexual orientation," Tutu told Reuters Television in South Africa's sprawling Soweto township.	Dinky Mkhize	reuters.com	Reuters	*	2003/08/11
1268732	Around 9:00 a.m. EDT (1300 GMT), the euro was at $1.1566 against the dollar, up 0.07 percent on the day.	John Parry	reuters.com	Reuters	*	2003/06/24
2523564	The Guru microcontroller serves four functions: hardware monitoring, overclocking management, BIOS (Basic Input Output System) update and a troubleshooting-assistance feature called Black Box.	Sumner Lemon	www.idg.com.sg	*	*	2003/09/27
2523358	The µGuru microcontroller serves four functions: hardware monitoring, overclocking management, BIOS update and a troubleshooting-assistance feature called Black Box.	Sumner Lemon	www.infoworld.com	*	*	2003/09/27
2775381	Sony's portfolio gives subscribers a variety of personalized services including the ability to download and experience images, ring tones, music videos and other music entertainment services.	Michael Singer	siliconvalley.internet.com	*	October 16, 2003	2003/10/17
2775426	Sony Music's portfolio of products and services currently enable carriers to offer subscribers the ability to download images, ring tones, music videos and other entertainment services.	Antone Gonsalves	www.techweb.com	*	*	2003/10/17
2302811	He said the local organized crime police were investigating a suspect, but he would not confirm if it was the 24-year-old cited by Bitdefender.	Bob Sullivan	www.msnbc.com	*	*	2003/09/05
2302908	He said the local organized crime police were investigating a suspect, but he would not say if it was Ciobanu.	John Longwell	www.crn.com	*	September 05, 2003	2003/09/05
2562000	Previously, it had reported a profit of $12 million, or 0 cents a share, for that period.	Dean Takahashi	www.bayarea.com	*	*	2003/09/30
2561942	Previously, it had reported a small profit of $12 million, or break-even on a per-share basis, for the period.	Matthew Fordahl	www.informationweek.com	*	*	2003/09/30
2613347	The life expectancy for boys born in 2001 was 74.4 years, up two years since 1990.	Maggie Fox	asia.reuters.com	Reuters	*	2003/10/06
2613435	According to the report, average life expectancy has increased by nearly two years since 1990.	LEE BOWMAN	www.knoxstudio.com	*	October 03, 2003	2003/10/06
2079200	U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America.	Dena Aubin	reuters.com	Reuters	*	2003/08/16
2079131	U.S. stocks rose slightly on feather-light volume on Friday, as Wall Street regrouped after the biggest-ever power outage in North America.	Vivian Chu	reuters.com	Reuters	*	2003/08/16
654098	Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.	Michael Kanellos	news.com.com	*	*	2003/06/02
654044	The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.	Bob Liu	www.internetnews.com	*	June 2, 2003	2003/06/02
3261219	They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission, preparation or instigation of acts of terrorism.	Jason Bennetto	news.independent.co.uk	*	*	2003/12/03
3261244	Badat was arrested under section 41 of the Terrorism Act “on suspicion of involvement in the commission, preparation or instigation of acts of terrorism,” Scotland Yard confirmed.	Tony Jones	www.news.scotsman.com	*	*	2003/12/03
2019822	Starting on Saturday, every computer infected with MSBlast is expected to start flooding Microsoft's Windows Update service with legitimate-looking connection requests.	Robert Lemos	news.com.com	*	*	2003/08/13
2020185	Starting on Aug. 16, every computer infected with MBlast will start flooding Microsoft's Windows Update service with legitimate-looking connection requests.	Robert Lemos	zdnet.com.com	*	August 12, 2003	2003/08/13
2158257	"We see the First Amendment to protect religious liberty, not crush religious liberty," said Patrick Mahoney, director of the Christian Defense Coalition.	Amy Fagan	washingtontimes.com	*	August 26, 2003	2003/08/26
2158016	"We put the call out," said the Rev. Patrick J. Mahoney, director of the Christian Defense Coalition.	JEFFREY GETTLEMAN	www.nytimes.com	New York Times	August 24, 2003	2003/08/26
421947	Florida's Third District Court of Appeal saidon Wednesdaythe original proceedings were "irretrievably tainted" by misconduct by lawyers representing the class.	Neil Buckley	*	*	*	2003/05/22
422075	Florida’s Third District Court of Appeal said on Wednesday the original proceedings were “irretrievably tainted” by misconduct by attorneys for the class.	Neil Buckley	*	*	*	2003/05/22
859210	Courant Staff Writers Matt Eagan and Ken Davis contributed to this story.	JEFF GOLDBERG And TERRY PRICE	www.ctnow.com	*	June 10, 2003	2003/06/10
859163	Courant Staff Writer Jeff Goldberg contributed to this story.	MATT EAGAN	www.ctnow.com	*	June 10, 2003	2003/06/10
818091	The company said it would issue revised guidance for the full fiscal year next month when it releases its Q2 results.	Ottawa Business Journal Staff	www.ottawabusinessjournal.com	*	*	2003/06/09
817811	The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July.	Peter Clarke	www.eetuk.com	*	*	2003/06/09
2396793	In addition, the committee noted, "while spending is firming, the labour market has been weakening".	Rupert Cornwell	news.independent.co.uk	*	*	2003/09/17
